🔬 Generando tabla periódica de palitos...
✅ Generados 3101 átomos

==================================================================================================================================
N°,Nombre,Capas,I,O,Longitud,P.Fusion,Desap,Mag,Fuerza,Conduct,React,Radiact
339,Atom_339,4,12,7,4,1580.5,0,0.00,No,184.7,263.3,0.00
340,Atom_340,4,12,8,4,52.5,0,0.00,No,171.3,276.7,0.00
341,Atom_341,4,12,9,4,1516.5,0,0.00,No,158.0,290.0,0.00
342,Atom_342,4,12,10,4,-11.5,0,0.00,No,144.7,303.3,0.00
343,Atom_343,4,12,11,4,1452.5,0,0.00,No,131.3,316.7,0.00
344,Atom_344,4,12,12,4,-75.5,0,0.00,No,118.0,330.0,0.00
345,Atom_345,4,12,13,4,1388.5,0,0.00,No,104.7,343.3,0.00
346,Atom_346,4,12,14,4,-139.5,0,0.00,No,91.3,356.7,0.00
347,Atom_347,4,13,0,4,1932.5,0,0.00,No,208.0,185.0,0.00
348,Atom_348,4,13,1,4,1900.5,0,0.00,No,218.0,191.3,0.00
349,Atom_349,4,13,2,4,1494.5,0,0.00,No,228.0,197.7,0.00
350,Atom_350,4,13,3,4,1836.5,0,0.00,No,238.0,211.0,0.00
351,Atom_351,4,13,4,4,1056.5,0,0.00,No,218.7,219.7,0.00
352,Atom_352,4,13,5,4,1772.5,0,0.00,No,213.3,228.3,0.00
353,Atom_353,4,13,6,4,992.5,0,0.00,No,208.0,265.0,0.00
354,Atom_354,4,13,7,4,1708.5,0,0.00,No,194.7,278.3,0.00
355,Atom_355,4,13,8,4,180.5,0,0.00,No,181.3,291.7,0.00
356,Atom_356,4,13,9,4,1644.5,0,0.00,No,168.0,305.0,0.00
357,Atom_357,4,13,10,4,116.5,0,0.00,No,154.7,318.3,0.00
358,Atom_358,4,13,11,4,1580.5,0,0.00,No,141.3,331.7,0.00
359,Atom_359,4,13,12,4,52.5,0,0.00,No,128.0,345.0,0.00
360,Atom_360,4,13,13,4,1516.5,0,0.00,No,114.7,358.3,0.00
361,Atom_361,4,13,14,4,-11.5,0,0.00,No,101.3,371.7,0.00
362,Atom_362,4,14,0,4,2060.5,0,0.00,No,218.0,200.0,0.00
363,Atom_363,4,14,1,4,2028.5,0,0.00,No,228.0,206.3,0.00
364,Atom_364,4,14,2,4,1622.5,0,0.00,No,238.0,212.7,0.00
365,Atom_365,4,14,3,4,1964.5,0,0.00,No,248.0,226.0,0.00
366,Atom_366,4,14,4,4,1184.5,0,0.00,No,228.7,234.7,0.00
367,Atom_367,4,14,5,4,1900.5,0,0.00,No,223.3,243.3,0.00
368,Atom_368,4,14,6,4,1120.5,0,0.00,No,218.0,280.0,0.00
369,Atom_369,4,14,7,4,1836.5,0,0.00,No,204.7,293.3,0.00
370,Atom_370,4,14,8,4,308.5,0,0.00,No,191.3,306.7,0.00
371,Atom_371,4,14,9,4,1772.5,0,0.00,No,178.0,320.0,0.00
372,Atom_372,4,14,10,4,244.5,0,0.00,No,164.7,333.3,0.00
373,Atom_373,4,14,11,4,1708.5,0,0.00,No,151.3,346.7,0.00
374,Atom_374,4,14,12,4,180.5,0,0.00,No,138.0,360.0,0.00
375,Atom_375,4,14,13,4,1644.5,0,0.00,No,124.7,373.3,0.00
376,Atom_376,4,14,14,4,116.5,0,0.00,No,111.3,386.7,0.00
377,Atom_377,4,15,0,4,2188.5,0,0.00,No,228.0,215.0,0.00
378,Atom_378,4,15,1,4,2156.5,0,0.00,No,238.0,221.3,0.00
379,Atom_379,4,15,2,4,1750.5,0,0.00,No,248.0,227.7,0.00
380,Atom_380,4,15,3,4,2092.5,0,0.00,No,258.0,241.0,0.00
381,Atom_381,4,15,4,4,1312.5,0,0.00,No,238.7,249.7,0.00
382,Atom_382,4,15,5,4,2028.5,0,0.00,No,233.3,258.3,0.00
383,Atom_383,4,15,6,4,1248.5,0,0.00,No,228.0,295.0,0.00
384,Atom_384,4,15,7,4,1964.5,0,0.00,No,214.7,308.3,0.00
385,Atom_385,4,15,8,4,436.5,0,0.00,No,201.3,321.7,0.00
386,Atom_386,4,15,9,4,1900.5,0,0.00,No,188.0,335.0,0.00
387,Atom_387,4,15,10,4,372.5,0,0.00,No,174.7,348.3,0.00
388,Atom_388,4,15,11,4,1836.5,0,0.00,No,161.3,361.7,0.00
389,Atom_389,4,15,12,4,308.5,0,0.00,No,148.0,375.0,0.00
390,Atom_390,4,15,13,4,1772.5,0,0.00,No,134.7,388.3,0.00
391,Atom_391,4,15,14,4,244.5,0,0.00,No,121.3,401.7,0.00
392,Atom_392,4,16,0,4,2316.5,0,0.00,No,238.0,230.0,0.00
393,Atom_393,4,16,1,4,2284.5,0,0.00,No,248.0,236.3,0.00
394,Atom_394,4,16,2,4,1878.5,0,0.00,No,258.0,242.7,0.00
395,Atom_395,4,16,3,4,2220.5,0,0.00,No,268.0,256.0,0.00
396,Atom_396,4,16,4,4,1440.5,0,0.00,No,248.7,264.7,0.00
397,Atom_397,4,16,5,4,2156.5,0,0.00,No,243.3,273.3,0.00
398,Atom_398,4,16,6,4,1376.5,0,0.00,No,238.0,310.0,0.00
399,Atom_399,4,16,7,4,2092.5,0,0.00,No,224.7,323.3,0.00
400,Atom_400,4,16,8,4,564.5,0,0.00,No,211.3,336.7,0.00
401,Atom_401,4,16,9,4,2028.5,0,0.00,No,198.0,350.0,0.00
402,Atom_402,4,16,10,4,500.5,0,0.00,No,184.7,363.3,0.00
403,Atom_403,4,16,11,4,1964.5,0,0.00,No,171.3,376.7,0.00
404,Atom_404,4,16,12,4,436.5,0,0.00,No,158.0,390.0,0.00
405,Atom_405,4,16,13,4,1900.5,0,0.00,No,144.7,403.3,0.00
406,Atom_406,4,16,14,4,372.5,0,0.00,No,131.3,416.7,0.00
407,Atom_407,5,0,0,3,336.7,0,0.00,No,60.0,0.0,8.70
408,Atom_408,5,0,1,3,304.7,0,0.00,No,67.5,0.0,8.87
409,Atom_409,5,0,2,3,-101.3,0,0.00,No,75.0,0.0,9.04
410,Atom_410,5,0,3,3,240.7,0,0.00,No,82.5,0.0,9.21
411,Atom_411,5,0,4,3,-273.0,0,0.00,No,90.0,0.0,9.38
412,Atom_412,5,0,5,3,176.7,0,0.00,No,72.0,0.0,9.55
413,Atom_413,5,0,6,3,-273.0,0,0.00,No,68.0,0.0,9.72
414,Atom_414,5,0,7,3,112.7,0,0.00,No,64.0,0.0,9.89
415,Atom_415,5,0,8,3,-273.0,0,0.00,No,60.0,0.0,10.06
416,Atom_416,5,0,9,3,48.7,0,0.00,No,50.0,0.0,10.23
417,Atom_417,5,0,10,3,-273.0,0,0.00,No,40.0,0.0,10.40
418,Atom_418,5,0,11,3,-15.3,0,0.00,No,30.0,0.0,10.57
419,Atom_419,5,0,12,3,-273.0,0,0.00,No,20.0,0.0,10.74
420,Atom_420,5,0,13,3,-79.3,0,0.00,No,10.0,0.0,10.91
421,Atom_421,5,0,14,3,-273.0,0,0.00,No,0.0,0.0,11.08
422,Atom_422,5,0,15,3,-143.3,0,0.00,No,0.0,0.0,11.25
423,Atom_423,5,0,16,3,-273.0,0,0.00,No,0.0,0.0,11.42
424,Atom_424,5,0,17,3,-207.3,0,0.00,No,0.0,0.0,11.59
425,Atom_425,5,0,18,3,-273.0,0,0.00,No,0.0,0.0,11.76
426,Atom_426,5,1,0,3,464.7,1,1.64,Si,70.0,205.0,8.87
427,Atom_427,5,1,1,3,432.7,1,1.64,Si,77.5,203.0,9.04
428,Atom_428,5,1,2,3,26.7,0,0.00,No,85.0,201.0,9.21
429,Atom_429,5,1,3,3,368.7,0,0.00,No,92.5,202.0,9.38
430,Atom_430,5,1,4,3,-273.0,0,0.00,No,100.0,201.0,9.55
431,Atom_431,5,1,5,3,304.7,0,0.00,No,82.0,200.0,9.72
432,Atom_432,5,1,6,3,-273.0,0,0.00,No,78.0,220.0,9.89
433,Atom_433,5,1,7,3,240.7,0,0.00,No,74.0,222.5,10.06
434,Atom_434,5,1,8,3,-273.0,0,0.00,No,70.0,225.0,10.23
435,Atom_435,5,1,9,3,176.7,0,0.00,No,60.0,227.5,10.40
436,Atom_436,5,1,10,3,-273.0,0,0.00,No,50.0,230.0,10.57
437,Atom_437,5,1,11,3,112.7,0,0.00,No,40.0,232.5,10.74
438,Atom_438,5,1,12,3,-273.0,0,0.00,No,30.0,235.0,10.91
439,Atom_439,5,1,13,3,48.7,0,0.00,No,20.0,237.5,11.08
440,Atom_440,5,1,14,3,-273.0,0,0.00,No,10.0,240.0,11.25
441,Atom_441,5,1,15,3,-15.3,0,0.00,No,0.0,250.0,11.42
442,Atom_442,5,1,16,3,-273.0,0,0.00,No,0.0,260.0,11.59
443,Atom_443,5,1,17,3,-79.3,0,0.00,No,0.0,270.0,11.76
444,Atom_444,5,1,18,3,-273.0,0,0.00,No,0.0,280.0,11.93
445,Atom_445,5,2,0,3,592.7,2,3.28,Si,80.0,170.0,9.04
446,Atom_446,5,2,1,3,560.7,2,3.28,Si,87.5,168.0,9.21
447,Atom_447,5,2,2,3,154.7,1,1.64,Si,95.0,166.0,9.38
448,Atom_448,5,2,3,3,496.7,1,1.64,Si,102.5,167.0,9.55
449,Atom_449,5,2,4,3,-273.0,0,0.00,No,110.0,166.0,9.72
450,Atom_450,5,2,5,3,432.7,0,0.00,No,92.0,165.0,9.89
451,Atom_451,5,2,6,3,-273.0,0,0.00,No,88.0,185.0,10.06
452,Atom_452,5,2,7,3,368.7,0,0.00,No,84.0,187.5,10.23
453,Atom_453,5,2,8,3,-273.0,0,0.00,No,80.0,190.0,10.40
454,Atom_454,5,2,9,3,304.7,0,0.00,No,70.0,192.5,10.57
455,Atom_455,5,2,10,3,-273.0,0,0.00,No,60.0,195.0,10.74
456,Atom_456,5,2,11,3,240.7,0,0.00,No,50.0,197.5,10.91
457,Atom_457,5,2,12,3,-273.0,0,0.00,No,40.0,200.0,11.08
458,Atom_458,5,2,13,3,176.7,0,0.00,No,30.0,210.0,11.25
459,Atom_459,5,2,14,3,-273.0,0,0.00,No,20.0,220.0,11.42
460,Atom_460,5,2,15,3,112.7,0,0.00,No,10.0,230.0,11.59
461,Atom_461,5,2,16,3,-273.0,0,0.00,No,0.0,240.0,11.76
462,Atom_462,5,2,17,3,48.7,0,0.00,No,0.0,250.0,11.93
463,Atom_463,5,2,18,3,-273.0,0,0.00,No,0.0,260.0,12.10
464,Atom_464,5,3,0,3,720.7,3,4.91,Si,90.0,135.0,9.21
465,Atom_465,5,3,1,3,688.7,3,4.91,Si,97.5,133.0,9.38
466,Atom_466,5,3,2,3,282.7,2,3.28,Si,105.0,131.0,9.55
467,Atom_467,5,3,3,3,624.7,2,3.28,Si,112.5,132.0,9.72
468,Atom_468,5,3,4,3,-155.3,1,1.64,Si,120.0,131.0,9.89
469,Atom_469,5,3,5,3,560.7,1,1.64,Si,102.0,130.0,10.06
470,Atom_470,5,3,6,3,-219.3,0,0.00,No,98.0,150.0,10.23
471,Atom_471,5,3,7,3,496.7,0,0.00,No,94.0,152.5,10.40
472,Atom_472,5,3,8,3,-273.0,0,0.00,No,90.0,155.0,10.57
473,Atom_473,5,3,9,3,432.7,0,0.00,No,80.0,157.5,10.74
474,Atom_474,5,3,10,3,-273.0,0,0.00,No,70.0,160.0,10.91
475,Atom_475,5,3,11,3,368.7,0,0.00,No,60.0,170.0,11.08
476,Atom_476,5,3,12,3,-273.0,0,0.00,No,50.0,180.0,11.25
477,Atom_477,5,3,13,3,304.7,0,0.00,No,40.0,190.0,11.42
478,Atom_478,5,3,14,3,-273.0,0,0.00,No,30.0,200.0,11.59
479,Atom_479,5,3,15,3,240.7,0,0.00,No,20.0,210.0,11.76
480,Atom_480,5,3,16,3,-273.0,0,0.00,No,10.0,220.0,11.93
481,Atom_481,5,3,17,3,176.7,0,0.00,No,0.0,230.0,12.10
482,Atom_482,5,3,18,3,-273.0,0,0.00,No,0.0,240.0,12.27
483,Atom_483,5,4,0,3,848.7,4,6.55,Si,100.0,105.0,9.38
484,Atom_484,5,4,1,3,816.7,4,6.55,Si,107.5,103.0,9.55
485,Atom_485,5,4,2,3,410.7,3,4.91,Si,115.0,101.0,9.72
486,Atom_486,5,4,3,3,752.7,3,4.91,Si,122.5,102.0,9.89
487,Atom_487,5,4,4,3,-27.3,2,3.28,Si,130.0,101.0,10.06
488,Atom_488,5,4,5,3,688.7,2,3.28,Si,112.0,100.0,10.23
489,Atom_489,5,4,6,3,-91.3,1,1.64,Si,108.0,120.0,10.40
490,Atom_490,5,4,7,3,624.7,1,1.64,Si,104.0,122.5,10.57
491,Atom_491,5,4,8,3,-273.0,0,0.00,No,100.0,125.0,10.74
492,Atom_492,5,4,9,3,560.7,0,0.00,No,90.0,135.0,10.91
493,Atom_493,5,4,10,3,-273.0,0,0.00,No,80.0,145.0,11.08
494,Atom_494,5,4,11,3,496.7,0,0.00,No,70.0,155.0,11.25
495,Atom_495,5,4,12,3,-273.0,0,0.00,No,60.0,165.0,11.42
496,Atom_496,5,4,13,3,432.7,0,0.00,No,50.0,175.0,11.59
497,Atom_497,5,4,14,3,-273.0,0,0.00,No,40.0,185.0,11.76
498,Atom_498,5,4,15,3,368.7,0,0.00,No,30.0,195.0,11.93
499,Atom_499,5,4,16,3,-273.0,0,0.00,No,20.0,205.0,12.10
500,Atom_500,5,4,17,3,304.7,0,0.00,No,10.0,215.0,12.27
501,Atom_501,5,4,18,3,-273.0,0,0.00,No,0.0,225.0,12.44
502,Atom_502,5,5,0,3,976.7,5,8.19,Si,110.0,95.0,9.55
503,Atom_503,5,5,1,3,944.7,5,8.19,Si,117.5,93.0,9.72
504,Atom_504,5,5,2,3,538.7,4,6.55,Si,125.0,91.0,9.89
505,Atom_505,5,5,3,3,880.7,4,6.55,Si,132.5,92.0,10.06
506,Atom_506,5,5,4,3,100.7,3,4.91,Si,140.0,91.0,10.23
507,Atom_507,5,5,5,3,816.7,3,4.91,Si,122.0,90.0,10.40
508,Atom_508,5,5,6,3,36.7,2,3.28,Si,118.0,110.0,10.57
509,Atom_509,5,5,7,3,752.7,2,3.28,Si,114.0,120.0,10.74
510,Atom_510,5,5,8,3,-273.0,1,1.64,Si,110.0,130.0,10.91
511,Atom_511,5,5,9,3,688.7,1,1.64,Si,100.0,140.0,11.08
512,Atom_512,5,5,10,3,-273.0,0,0.00,No,90.0,150.0,11.25
513,Atom_513,5,5,11,3,624.7,0,0.00,No,80.0,160.0,11.42
514,Atom_514,5,5,12,3,-273.0,0,0.00,No,70.0,170.0,11.59
515,Atom_515,5,5,13,3,560.7,0,0.00,No,60.0,180.0,11.76
516,Atom_516,5,5,14,3,-273.0,0,0.00,No,50.0,190.0,11.93
517,Atom_517,5,5,15,3,496.7,0,0.00,No,40.0,200.0,12.10
518,Atom_518,5,5,16,3,-273.0,0,0.00,No,30.0,210.0,12.27
519,Atom_519,5,5,17,3,432.7,0,0.00,No,20.0,220.0,12.44
520,Atom_520,5,5,18,3,-273.0,0,0.00,No,10.0,230.0,12.61
521,Atom_521,5,6,0,3,1104.7,4,6.55,Si,150.0,90.0,9.72
522,Atom_522,5,6,1,3,1072.7,4,6.55,Si,157.5,88.0,9.89
523,Atom_523,5,6,2,3,666.7,1,1.64,Si,165.0,86.0,10.06
524,Atom_524,5,6,3,3,1008.7,0,0.00,No,172.5,87.0,10.23
525,Atom_525,5,6,4,3,228.7,0,0.00,No,180.0,86.0,10.40
526,Atom_526,5,6,5,3,944.7,0,0.00,No,162.0,92.5,10.57
527,Atom_527,5,6,6,3,164.7,0,0.00,No,158.0,120.0,10.74
528,Atom_528,5,6,7,3,880.7,0,0.00,No,154.0,130.0,10.91
529,Atom_529,5,6,8,3,-273.0,0,0.00,No,150.0,140.0,11.08
530,Atom_530,5,6,9,3,816.7,0,0.00,No,140.0,150.0,11.25
531,Atom_531,5,6,10,3,-273.0,0,0.00,No,130.0,160.0,11.42
532,Atom_532,5,6,11,3,752.7,0,0.00,No,120.0,170.0,11.59
533,Atom_533,5,6,12,3,-273.0,0,0.00,No,110.0,180.0,11.76
534,Atom_534,5,6,13,3,688.7,0,0.00,No,100.0,190.0,11.93
535,Atom_535,5,6,14,3,-273.0,0,0.00,No,90.0,200.0,12.10
536,Atom_536,5,6,15,3,624.7,0,0.00,No,80.0,210.0,12.27
537,Atom_537,5,6,16,3,-273.0,0,0.00,No,70.0,220.0,12.44
538,Atom_538,5,6,17,3,560.7,0,0.00,No,60.0,230.0,12.61
539,Atom_539,5,6,18,3,-273.0,0,0.00,No,50.0,240.0,12.78
540,Atom_540,5,7,0,3,1232.7,3,8.85,Si,160.0,90.0,9.89
541,Atom_541,5,7,1,3,1200.7,3,4.91,Si,167.5,88.0,10.06
542,Atom_542,5,7,2,3,794.7,0,0.00,No,175.0,86.0,10.23
543,Atom_543,5,7,3,3,1136.7,0,0.00,No,182.5,94.5,10.40
544,Atom_544,5,7,4,3,356.7,0,0.00,No,190.0,101.0,10.57
545,Atom_545,5,7,5,3,1072.7,0,0.00,No,172.0,107.5,10.74
546,Atom_546,5,7,6,3,292.7,0,0.00,No,168.0,135.0,10.91
547,Atom_547,5,7,7,3,1008.7,0,0.00,No,164.0,145.0,11.08
548,Atom_548,5,7,8,3,-273.0,0,0.00,No,160.0,155.0,11.25
549,Atom_549,5,7,9,3,944.7,0,0.00,No,150.0,165.0,11.42
550,Atom_550,5,7,10,3,-273.0,0,0.00,No,140.0,175.0,11.59
551,Atom_551,5,7,11,3,880.7,0,0.00,No,130.0,185.0,11.76
552,Atom_552,5,7,12,3,-273.0,0,0.00,No,120.0,195.0,11.93
553,Atom_553,5,7,13,3,816.7,0,0.00,No,110.0,205.0,12.10
554,Atom_554,5,7,14,3,-273.0,0,0.00,No,100.0,215.0,12.27
555,Atom_555,5,7,15,3,752.7,0,0.00,No,90.0,225.0,12.44
556,Atom_556,5,7,16,3,-273.0,0,0.00,No,80.0,235.0,12.61
557,Atom_557,5,7,17,3,688.7,0,0.00,No,70.0,245.0,12.78
558,Atom_558,5,7,18,3,-273.0,0,0.00,No,60.0,255.0,12.95
559,Atom_559,5,8,0,3,1360.7,2,5.90,Si,170.0,90.0,10.06
560,Atom_560,5,8,1,3,1328.7,2,3.28,Si,177.5,95.5,10.23
561,Atom_561,5,8,2,3,922.7,0,0.00,No,185.0,101.0,10.40
562,Atom_562,5,8,3,3,1264.7,0,0.00,No,192.5,109.5,10.57
563,Atom_563,5,8,4,3,484.7,0,0.00,No,200.0,116.0,10.74
564,Atom_564,5,8,5,3,1200.7,0,0.00,No,182.0,122.5,10.91
565,Atom_565,5,8,6,3,420.7,0,0.00,No,178.0,150.0,11.08
566,Atom_566,5,8,7,3,1136.7,0,0.00,No,174.0,160.0,11.25
567,Atom_567,5,8,8,3,-273.0,0,0.00,No,170.0,170.0,11.42
568,Atom_568,5,8,9,3,1072.7,0,0.00,No,160.0,180.0,11.59
569,Atom_569,5,8,10,3,-273.0,0,0.00,No,150.0,190.0,11.76
570,Atom_570,5,8,11,3,1008.7,0,0.00,No,140.0,200.0,11.93
571,Atom_571,5,8,12,3,-273.0,0,0.00,No,130.0,210.0,12.10
572,Atom_572,5,8,13,3,944.7,0,0.00,No,120.0,220.0,12.27
573,Atom_573,5,8,14,3,-273.0,0,0.00,No,110.0,230.0,12.44
574,Atom_574,5,8,15,3,880.7,0,0.00,No,100.0,240.0,12.61
575,Atom_575,5,8,16,3,-273.0,0,0.00,No,90.0,250.0,12.78
576,Atom_576,5,8,17,3,816.7,0,0.00,No,80.0,260.0,12.95
577,Atom_577,5,8,18,3,-273.0,0,0.00,No,70.0,270.0,13.12
578,Atom_578,5,9,0,3,1488.7,1,2.95,Si,180.0,105.0,10.23
579,Atom_579,5,9,1,3,1456.7,1,1.64,Si,187.5,110.5,10.40
580,Atom_580,5,9,2,3,1050.7,0,0.00,No,195.0,116.0,10.57
581,Atom_581,5,9,3,3,1392.7,0,0.00,No,202.5,124.5,10.74
582,Atom_582,5,9,4,3,612.7,0,0.00,No,210.0,131.0,10.91
583,Atom_583,5,9,5,3,1328.7,0,0.00,No,192.0,137.5,11.08
584,Atom_584,5,9,6,3,548.7,0,0.00,No,188.0,165.0,11.25
585,Atom_585,5,9,7,3,1264.7,0,0.00,No,184.0,175.0,11.42
586,Atom_586,5,9,8,3,-263.3,0,0.00,No,180.0,185.0,11.59
587,Atom_587,5,9,9,3,1200.7,0,0.00,No,170.0,195.0,11.76
588,Atom_588,5,9,10,3,-273.0,0,0.00,No,160.0,205.0,11.93
589,Atom_589,5,9,11,3,1136.7,0,0.00,No,150.0,215.0,12.10
590,Atom_590,5,9,12,3,-273.0,0,0.00,No,140.0,225.0,12.27
591,Atom_591,5,9,13,3,1072.7,0,0.00,No,130.0,235.0,12.44
592,Atom_592,5,9,14,3,-273.0,0,0.00,No,120.0,245.0,12.61
593,Atom_593,5,9,15,3,1008.7,0,0.00,No,110.0,255.0,12.78
594,Atom_594,5,9,16,3,-273.0,0,0.00,No,100.0,265.0,12.95
595,Atom_595,5,9,17,3,944.7,0,0.00,No,90.0,275.0,13.12
596,Atom_596,5,9,18,3,-273.0,0,0.00,No,80.0,285.0,13.29
597,Atom_597,5,10,0,3,1616.7,0,0.00,No,190.0,120.0,10.40
598,Atom_598,5,10,1,3,1584.7,0,0.00,No,197.5,125.5,10.57
599,Atom_599,5,10,2,3,1178.7,0,0.00,No,205.0,131.0,10.74
600,Atom_600,5,10,3,3,1520.7,0,0.00,No,212.5,139.5,10.91
601,Atom_601,5,10,4,3,740.7,0,0.00,No,220.0,146.0,11.08
602,Atom_602,5,10,5,3,1456.7,0,0.00,No,202.0,152.5,11.25
603,Atom_603,5,10,6,3,676.7,0,0.00,No,198.0,180.0,11.42
604,Atom_604,5,10,7,3,1392.7,0,0.00,No,194.0,190.0,11.59
605,Atom_605,5,10,8,3,-135.3,0,0.00,No,190.0,200.0,11.76
606,Atom_606,5,10,9,3,1328.7,0,0.00,No,180.0,210.0,11.93
607,Atom_607,5,10,10,3,-199.3,0,0.00,No,170.0,220.0,12.10
608,Atom_608,5,10,11,3,1264.7,0,0.00,No,160.0,230.0,12.27
609,Atom_609,5,10,12,3,-263.3,0,0.00,No,150.0,240.0,12.44
610,Atom_610,5,10,13,3,1200.7,0,0.00,No,140.0,250.0,12.61
611,Atom_611,5,10,14,3,-273.0,0,0.00,No,130.0,260.0,12.78
612,Atom_612,5,10,15,3,1136.7,0,0.00,No,120.0,270.0,12.95
613,Atom_613,5,10,16,3,-273.0,0,0.00,No,110.0,280.0,13.12
614,Atom_614,5,10,17,3,1072.7,0,0.00,No,100.0,290.0,13.29
615,Atom_615,5,10,18,3,-273.0,0,0.00,No,90.0,300.0,13.46
616,Atom_616,5,11,0,3,1744.7,0,0.00,No,200.0,135.0,10.57
617,Atom_617,5,11,1,3,1712.7,0,0.00,No,207.5,140.5,10.74
618,Atom_618,5,11,2,3,1306.7,0,0.00,No,215.0,146.0,10.91
619,Atom_619,5,11,3,3,1648.7,0,0.00,No,222.5,154.5,11.08
620,Atom_620,5,11,4,3,868.7,0,0.00,No,230.0,161.0,11.25
621,Atom_621,5,11,5,3,1584.7,0,0.00,No,212.0,167.5,11.42
622,Atom_622,5,11,6,3,804.7,0,0.00,No,208.0,195.0,11.59
623,Atom_623,5,11,7,3,1520.7,0,0.00,No,204.0,205.0,11.76
624,Atom_624,5,11,8,3,-7.3,0,0.00,No,200.0,215.0,11.93
625,Atom_625,5,11,9,3,1456.7,0,0.00,No,190.0,225.0,12.10
626,Atom_626,5,11,10,3,-71.3,0,0.00,No,180.0,235.0,12.27
627,Atom_627,5,11,11,3,1392.7,0,0.00,No,170.0,245.0,12.44
628,Atom_628,5,11,12,3,-135.3,0,0.00,No,160.0,255.0,12.61
629,Atom_629,5,11,13,3,1328.7,0,0.00,No,150.0,265.0,12.78
630,Atom_630,5,11,14,3,-199.3,0,0.00,No,140.0,275.0,12.95
631,Atom_631,5,11,15,3,1264.7,0,0.00,No,130.0,285.0,13.12
632,Atom_632,5,11,16,3,-273.0,0,0.00,No,120.0,295.0,13.29
633,Atom_633,5,11,17,3,1200.7,0,0.00,No,110.0,305.0,13.46
634,Atom_634,5,11,18,3,-273.0,0,0.00,No,100.0,315.0,13.63
635,Atom_635,5,12,0,3,1872.7,0,0.00,No,210.0,150.0,10.74
636,Atom_636,5,12,1,3,1840.7,0,0.00,No,217.5,155.5,10.91
637,Atom_637,5,12,2,3,1434.7,0,0.00,No,225.0,161.0,11.08
638,Atom_638,5,12,3,3,1776.7,0,0.00,No,232.5,169.5,11.25
639,Atom_639,5,12,4,3,996.7,0,0.00,No,240.0,176.0,11.42
640,Atom_640,5,12,5,3,1712.7,0,0.00,No,222.0,182.5,11.59
641,Atom_641,5,12,6,3,932.7,0,0.00,No,218.0,210.0,11.76
642,Atom_642,5,12,7,3,1648.7,0,0.00,No,214.0,220.0,11.93
643,Atom_643,5,12,8,3,120.7,0,0.00,No,210.0,230.0,12.10
644,Atom_644,5,12,9,3,1584.7,0,0.00,No,200.0,240.0,12.27
645,Atom_645,5,12,10,3,56.7,0,0.00,No,190.0,250.0,12.44
646,Atom_646,5,12,11,3,1520.7,0,0.00,No,180.0,260.0,12.61
647,Atom_647,5,12,12,3,-7.3,0,0.00,No,170.0,270.0,12.78
648,Atom_648,5,12,13,3,1456.7,0,0.00,No,160.0,280.0,12.95
649,Atom_649,5,12,14,3,-71.3,0,0.00,No,150.0,290.0,13.12
650,Atom_650,5,12,15,3,1392.7,0,0.00,No,140.0,300.0,13.29
651,Atom_651,5,12,16,3,-273.0,0,0.00,No,130.0,310.0,13.46
652,Atom_652,5,12,17,3,1328.7,0,0.00,No,120.0,320.0,13.63
653,Atom_653,5,12,18,3,-273.0,0,0.00,No,110.0,330.0,13.80
654,Atom_654,5,13,0,3,2000.7,0,0.00,No,220.0,165.0,10.91
655,Atom_655,5,13,1,3,1968.7,0,0.00,No,227.5,170.5,11.08
656,Atom_656,5,13,2,3,1562.7,0,0.00,No,235.0,176.0,11.25
657,Atom_657,5,13,3,3,1904.7,0,0.00,No,242.5,184.5,11.42
658,Atom_658,5,13,4,3,1124.7,0,0.00,No,250.0,191.0,11.59
659,Atom_659,5,13,5,3,1840.7,0,0.00,No,232.0,197.5,11.76
660,Atom_660,5,13,6,3,1060.7,0,0.00,No,228.0,225.0,11.93
661,Atom_661,5,13,7,3,1776.7,0,0.00,No,224.0,235.0,12.10
662,Atom_662,5,13,8,3,248.7,0,0.00,No,220.0,245.0,12.27
663,Atom_663,5,13,9,3,1712.7,0,0.00,No,210.0,255.0,12.44
664,Atom_664,5,13,10,3,184.7,0,0.00,No,200.0,265.0,12.61
665,Atom_665,5,13,11,3,1648.7,0,0.00,No,190.0,275.0,12.78
666,Atom_666,5,13,12,3,120.7,0,0.00,No,180.0,285.0,12.95
667,Atom_667,5,13,13,3,1584.7,0,0.00,No,170.0,295.0,13.12
668,Atom_668,5,13,14,3,56.7,0,0.00,No,160.0,305.0,13.29
669,Atom_669,5,13,15,3,1520.7,0,0.00,No,150.0,315.0,13.46
670,Atom_670,5,13,16,3,-273.0,0,0.00,No,140.0,325.0,13.63
671,Atom_671,5,13,17,3,1456.7,0,0.00,No,130.0,335.0,13.80
672,Atom_672,5,13,18,3,-273.0,0,0.00,No,120.0,345.0,13.97
673,Atom_673,5,14,0,3,2128.7,0,0.00,No,230.0,180.0,11.08
674,Atom_674,5,14,1,3,2096.7,0,0.00,No,237.5,185.5,11.25
675,Atom_675,5,14,2,3,1690.7,0,0.00,No,245.0,191.0,11.42
676,Atom_676,5,14,3,3,2032.7,0,0.00,No,252.5,199.5,11.59
677,Atom_677,5,14,4,3,1252.7,0,0.00,No,260.0,206.0,11.76
678,Atom_678,5,14,5,3,1968.7,0,0.00,No,242.0,212.5,11.93
679,Atom_679,5,14,6,3,1188.7,0,0.00,No,238.0,240.0,12.10
